doc_id,doc_date,doc_source,doc_title
337592,2017-12-12,PowerLine,Female Trump accusers seek congressional hearing
337593,2017-12-12,PowerLine,Port Authority Bombing Puts Spotlight on Chain Migration
337877,2017-12-12,PowerLine,A note to commenters (rated R)
337905,2017-12-12,Politico Magazine,The Poll That Built a University
337906,2017-12-12,Politico Magazine,"David Petraeus Would Still Work for Trump, Under ‘Certain Conditions’"
338038,2017-12-12,PowerLine,Some Charts to Ponder
338039,2017-12-12,PowerLine,Grasz set to be confirmed
338187,2017-12-12,PowerLine,Glenn Reynolds Asks a Good Question; Bob Mueller Won’t Answer
338188,2017-12-12,PowerLine,Today in Climate Comedy
338337,2017-12-12,PowerLine,Trump nominates architect of Obama LGBT policy for another EEOC term
338530,2017-12-12,PowerLine,Europeans Endorse GOP Tax Plan
338531,2017-12-12,PowerLine,Garrison Keillor’s “erasure” — an update
338532,2017-12-12,PowerLine,Trump Was Right About the Intelligence Agencies
338549,2017-12-13,PowerLine,Strzok-Page texts show hatred of Trump by the two ex-Team Mueller members
338550,2017-12-13,PowerLine,Report: White House trying to sneak LGBT activist through committee
338551,2017-12-13,PowerLine,Jones Wins: Al Franken Hardest Hit
338552,2017-12-13,PowerLine,"Alabama Senate race is even, but may be tilting against Moore [UPDATE: Jones Wins]"
338871,2017-12-13,PowerLine,Beyond Immigration
338913,2017-12-13,PowerLine,Ms. Smith goes to Washington
339125,2017-12-13,PowerLine,Memo to Supreme Court: Grant Cert in the Weyerhaeuser Case!
339126,2017-12-13,PowerLine,Strzok on prospect of a Trump presidency: “We can’t take that risk”
339127,2017-12-13,PowerLine,Down Argentine Way
339128,2017-12-13,PowerLine,The Strange Death of Europe
339213,2017-12-13,Politico Magazine,Why the Russia Scandal Is Nothing Like Watergate
339214,2017-12-13,Politico Magazine,Can Trump Cut a Deal With North Korea?
339393,2017-12-13,Politico Magazine,Did Democrats Get Lucky in Alabama?
339447,2017-12-13,PowerLine,Trey Gowdy grills Rod Rosenstein
339449,2017-12-13,PowerLine,Analyze this
339451,2017-12-13,PowerLine,Down Argentine Way: An update
339453,2017-12-13,PowerLine,John McWhorter Unplugged and Unafraid
339609,2017-12-13,PowerLine,The Day After: Steve Bannon vs. Mitch McConnell
339639,2017-12-14,PowerLine,GOP reaches compromise on tax bill; vote expected soon
339946,2017-12-14,PowerLine,A Whitaker Chambers Xmas
340169,2017-12-14,Politico Magazine,Paul Ryan Sees His Wild Washington Journey Coming to An End
340173,2017-12-14,PowerLine,Senator Grassley’s question
340261,2017-12-14,PowerLine,The CIA on Climate Change
340433,2017-12-14,PowerLine,"In the Damond case, Mike Freeman says the waiting is not his fault"
340434,2017-12-14,PowerLine,Measuring Anti-Semitism in Two Pictures
340435,2017-12-14,PowerLine,Is The Higher Ed Bubble Starting to Pop?
340578,2017-12-14,PowerLine,Does Sweden Have an Anti-Semitism Problem?
340579,2017-12-14,PowerLine,Worst column of the year?
340580,2017-12-14,PowerLine,Our Not-So-Independent Counsel
340693,2017-12-15,PowerLine,Ken Starr’s investigation and Robert Mueller’s — compare and contrast
340961,2017-12-15,PowerLine,In place of Time’s top 10 books
340962,2017-12-15,PowerLine,Thoughts from the ammo line
341081,2017-12-15,Politico Magazine,The Radio Reporter Who Lost His Voice But Still Covers Congress
341082,2017-12-15,Politico Magazine,How Arthur Sulzberger Outwitted Don Graham
341242,2017-12-15,PowerLine,Senator Johnson’s request
341273,2017-12-15,PowerLine,Another errant anti-Trump hit piece from the Washington Post
341554,2017-12-15,PowerLine,GOP Senators unanimous in support for tax bill
341555,2017-12-15,PowerLine,#Me Too on Ricochet
341570,2017-12-15,PowerLine,"On the Left, It Is All Hysteria, All the Time"
341721,2017-12-16,PowerLine,The Week in Pictures: The Last Woke Force Returns Edition
341748,2017-12-16,PowerLine,Neutralize this
341897,2017-12-16,PowerLine,Is Ridicule of Federal Judge Nominee Justified?
341909,2017-12-16,Politico Magazine,The Pentagon’s Secret Search for UFOs
341910,2017-12-16,Politico Magazine,Jeff Sessions Isn’t Giving up on Weed. He’s Doubling Down.
341911,2017-12-16,Politico Magazine,Week 30: Republicans Put a New Special Counsel (or Two) on Their Wish Lists
341912,2017-12-16,Politico Magazine,Why We Shouldn’t Let the #MeToo Movement Change History
342187,2017-12-16,PowerLine,"Judicial confirmation hearings, then and now"
342188,2017-12-16,PowerLine,Miss Universe: A Political Postscript
342244,2017-12-17,PowerLine,Are conservatives more patriotic than liberals?
342337,2017-12-17,PowerLine,Lies of Obamacare revisited
342338,2017-12-17,PowerLine,"What happened in Wisconsin, cont’d"
342540,2017-12-17,PowerLine,Mueller’s little surprise (2)
342541,2017-12-17,PowerLine,Children Are Starving Under Socialism
342542,2017-12-17,PowerLine,Mueller’s little surprise
342552,2017-12-17,Politico Magazine,This Evangelical Leader Denounced Trump. Then the Death Threats Started.
342731,2017-12-17,PowerLine,"CNN Is Crazy, Bacon Edition"
342733,2017-12-17,PowerLine,"Trump wins a war, media pretends not to notice"
342776,2017-12-17,PowerLine,"At the Washington Post, if it misleads, it leads"
342868,2017-12-18,PowerLine,Today’s Pervnado Chronicles
342959,2017-12-18,PowerLine,How Obama let up on Hezbollah
343124,2017-12-18,Politico Magazine,‘He Would Probably Be a Dictator by Now’
343125,2017-12-18,Politico Magazine,The List That’s Freaking Out Everyone in Moscow
343185,2017-12-18,PowerLine,What happened in Wisconsin: Sen. Tiffany comments
343294,2017-12-18,PowerLine,"Hezbollah, narco-terrorism, and the Awans"
343295,2017-12-18,PowerLine,Social conservatives rally against Chai Feldblum’s nomination
343296,2017-12-18,PowerLine,Tax Reform Angst on the Left
343641,2017-12-18,Politico Magazine,The ‘Frequent Flier’ Program That Grounded a Hospital’s Soaring Costs
343642,2017-12-18,Politico Magazine,The Network Keeping Dallas’ Most Vulnerable Citizens Afloat
343643,2017-12-18,Politico Magazine,Can an Old Mill Town Become the Silicon Valley of Human Organ Manufacturing?
343718,2017-12-18,PowerLine,Jennifer Rubin’s longstanding intellectual dishonesty
343769,2017-12-19,PowerLine,Monday’s Pervnado Chronicles
343986,2017-12-19,PowerLine,Mueller’s little surprise (3)
344129,2017-12-19,Politico Magazine,‘I Was An Easy Pickup’: How Trump Lost Manchin on Taxes
344292,2017-12-19,PowerLine,The Big News Of the Day…
344293,2017-12-19,PowerLine,"So Trump was upset with Gorsuch, why does the WaPo need to know it?"
344310,2017-12-19,PowerLine,In Re: Darkest Hour
344311,2017-12-19,PowerLine,Has HHS really banned certain words?  Apparently not.
344332,2017-12-19,Politico Magazine,Trump’s ‘America First’ Strategy Is Old Hat
344464,2017-12-19,PowerLine,Mueller’s little surprise (4)
344465,2017-12-19,PowerLine,The Worst Media Moments of 2017
344663,2017-12-19,PowerLine,Why Can’t Trump Get Credit?
344741,2017-12-20,PowerLine,Both chambers pass tax reform
344742,2017-12-20,PowerLine,Who will stop the Chai Feldblum express? [UPDATED]
344743,2017-12-20,PowerLine,David Frum’s lame defense of Jennifer Rubin
344805,2017-12-20,PowerLine,Tweet of the Year
345070,2017-12-20,PowerLine,Thank you…
345077,2017-12-20,Politico Magazine,What Will It Take To Beat Trump? The Case for a Generic Democrat
345305,2017-12-20,PowerLine,Enjoying the Hollywood Meltdown
345306,2017-12-20,PowerLine,Germans Fear Tax Cut Will Spur US Investment and Growth
345307,2017-12-20,PowerLine,Why Chai?
345473,2017-12-20,PowerLine,Tax Reform is Already Working
345550,2017-12-20,Politico Magazine,A Eulogy for the Alt-Weekly
345705,2017-12-20,PowerLine,Trump’s “mixed report card”
345761,2017-12-21,PowerLine,Democracy dies in dimness
345854,2017-12-21,PowerLine,Next Biopic on Deck: Chappaquiddick
345892,2017-12-21,PowerLine,McCabe remembers to forget
346093,2017-12-21,PowerLine,Putin could not be reached for comment
346116,2017-12-21,Politico Magazine,Republican Control of the Senate Hangs by a Thread
346118,2017-12-21,Politico Magazine,"No, Trump Hasn’t ‘Essentially Repealed Obamacare’"
346310,2017-12-21,PowerLine,"The Power Line Show, Ep. 47: Shedding Light on ‘Darkest Hour’"
346311,2017-12-21,PowerLine,Haley’s moment
346312,2017-12-21,PowerLine,What didn’t happen in 2017
346313,2017-12-21,PowerLine,Facebook Announces New System for Counteracting “False News.” I’m Suspicious
346314,2017-12-21,PowerLine,"Those greedy, churlish capitalists are foiling Democrats again"
346558,2017-12-21,Politico Magazine,Why is the GOP Tax Bill So Unpopular? Maybe It’s All Relative.
346585,2017-12-21,PowerLine,Remy Decodes Bitcoin
346641,2017-12-21,PowerLine,Surprise! Russia and China Don’t Like Trump’s “America First” Policies
346658,2017-12-22,PowerLine,The Deep Racism of the Left
346825,2017-12-22,Politico Magazine,"Trump, Putin and the New Cold War"
346965,2017-12-22,PowerLine,Haley’s moment: “We will remember”
347111,2017-12-22,PowerLine,The deep malice of team Obama
347112,2017-12-22,PowerLine,Thoughts from the ammo line
347121,2017-12-22,PowerLine,McCabe remembers to forget: A comment
347411,2017-12-22,PowerLine,Coalition for Jewish Values denounces Chai Feldblum’s re-nomination
347412,2017-12-22,PowerLine,Normalizing impeachment
347516,2017-12-22,PowerLine,Mossad Sings Nikki Haley’s Praises
347517,2017-12-22,PowerLine,What Can Be Done to Prevent Deadly Car Rammings?
347573,2017-12-23,PowerLine,What if Americans end up really liking the tax cuts?
347678,2017-12-23,PowerLine,The Week in Pictures: Happy Tax Cut Edition
347707,2017-12-23,PowerLine,McCabe remembers to forget: McCarthy’s take
347708,2017-12-23,Politico Magazine,Bannon Puts Jared Through the Grinder
347709,2017-12-23,Politico Magazine,Our Most Popular Reads of 2017
347949,2017-12-23,PowerLine,"On DNC/FBI/Russia Collusion, the CIA and NSA Played a Part Too"
347950,2017-12-23,PowerLine,"Not the end of the world as we know it, maybe"
348102,2017-12-23,PowerLine,Hezbollah’s Drug Mule
348105,2017-12-23,Politico Magazine,The Bland Philosophy of James Comey’s Twitter Feed
348128,2017-12-23,PowerLine,Trump “colludes” with Ukraine against Russia
348327,2017-12-24,PowerLine,"It Is Christmas Eve, and Christians Are Being Murdered"
348328,2017-12-24,PowerLine,Sunday morning coming down
348458,2017-12-24,PowerLine,"From Jerusalem, merry Christmas"
348906,2017-12-25,PowerLine,Merry Christmas!
348907,2017-12-25,PowerLine,Breaking: Tax bill cut taxes
348908,2017-12-25,PowerLine,A modest request for help
349001,2017-12-25,Politico Magazine,Hugh McColl’s Last Great Investment
349160,2017-12-25,PowerLine,Christmas Day Greetings
349254,2017-12-25,PowerLine,Panic at the Washington Post
349255,2017-12-25,PowerLine,"Christmas Eve: For the AP, It’s an Opportunity to Push an Agenda"
349261,2017-12-26,PowerLine,Disruptive politics in the Trump era
349555,2017-12-26,PowerLine,Meet Robert Strong
349556,2017-12-26,PowerLine,Holiday Shopping Data Illustrate Success of Trump’s Policies and Democrats’ Difficult Road
349710,2017-12-26,Politico Magazine,What’s Bill de Blasio’s Problem?
349711,2017-12-26,Politico Magazine,POLITICO's Best Photos of 2017
349851,2017-12-26,PowerLine,Behind the Left’s Tax Cut Freakout
349852,2017-12-26,PowerLine,Macron Cracks Down On Immigration
350033,2017-12-26,PowerLine,Media Alert
350034,2017-12-26,PowerLine,It was a very good year
350094,2017-12-27,PowerLine,Foreign policy wins of 2017
350376,2017-12-27,PowerLine,An update & thanks
350377,2017-12-27,Politico Magazine,The Worst Political Predictions of 2017
350378,2017-12-27,Politico Magazine,Who’s Winning Trump’s War With the Press?
350565,2017-12-27,PowerLine,Jim Sciutto’s got plenty of nothing
350566,2017-12-27,PowerLine,"Why People Hate the Media, Chapter 12,186"
350567,2017-12-27,PowerLine,2017 in reading
350730,2017-12-27,PowerLine,Loose Ends (32)
350916,2017-12-27,PowerLine,Harry and Barry
350917,2017-12-27,PowerLine,Sports: An Excuse to Talk About Politics
351352,2017-12-28,PowerLine,Who was that masked source?
351363,2017-12-28,PowerLine,Roy Moore’s crank lawsuit
351364,2017-12-28,PowerLine,"Next stop, Trump station"
351365,2017-12-28,Politico Magazine,Why They Mattered
351366,2017-12-28,Politico Magazine,Charles Manson: The Murderer Who Killed the Summer of Love
351367,2017-12-28,Politico Magazine,Christine Keeler: The Swinging Sixties’ Icon of Political Sex Scandals
351368,2017-12-28,Politico Magazine,Robert Silvers: New York’s Presiding Man of Letters
351369,2017-12-28,Politico Magazine,"Everything Is Awesome! Well, Almost."
351599,2017-12-28,PowerLine,The Indispensable Churchill Bibliography
351720,2017-12-28,PowerLine,Tweet of the Day
351768,2017-12-28,PowerLine,Associated Press: Global Cooling Requires More Government Money
351870,2017-12-29,PowerLine,Poll: Minnesotans don’t want Franken to resign
351871,2017-12-29,PowerLine,Feel Good Stories of the Day
352089,2017-12-29,PowerLine,"Tweet of the day, cont’d"
352090,2017-12-29,PowerLine,Thoughts from the ammo line
352153,2017-12-29,PowerLine,The dossiad
352160,2017-12-29,Politico Magazine,Was 2017 the Craziest Year in U.S. Political History?
352161,2017-12-29,Politico Magazine,2017: The Year in Populism
352162,2017-12-29,Politico Magazine,Mary Tyler Moore: The Actress Who Rethought Gender in the Workplace
352163,2017-12-29,Politico Magazine,René Préval: The Unassuming President Who Wanted to Save Haiti
352385,2017-12-29,PowerLine,The Year in Review
352386,2017-12-29,PowerLine,The year in journalism:  Mainstream media flunks the Trump challenge
352418,2017-12-29,PowerLine,"The Power Line Show, Ep. 48: Celebrating a Year of American Greatness"
352569,2017-12-29,PowerLine,Alan Dershowitz hammers BDS in debate with Cornel West
352570,2017-12-29,PowerLine,Iranians Revolt. Why Now?
352571,2017-12-29,PowerLine,Trump Unbound
352677,2017-12-30,PowerLine,Lindsey Graham: DOJ used anti-Trump dossier in court
352714,2017-12-30,PowerLine,The Year in Pictures: Happy Covfefe Edition
352722,2017-12-30,PowerLine,The case of the big white truck
352957,2017-12-30,Politico Magazine,Donald Trump Is a Consequential President. Just Not in the Ways You Think.
352958,2017-12-30,Politico Magazine,Week 32: Trump Binges on Collusion Talk to Ring Out Year
352961,2017-12-30,PowerLine,Worst of MSNBC 2017
353172,2017-12-30,PowerLine,Papadopoulos or the dossier?
353377,2017-12-31,Politico Magazine,Does the White Working Class Really Vote Against Its Own Interests?
353378,2017-12-31,Politico Magazine,5 Things That Are Better Now Because of Trump
353404,2017-12-31,PowerLine,Power Line’s Top Posts of 2017
353526,2017-12-31,PowerLine,A New Year’s Eve Miscellany
353527,2017-12-31,PowerLine,The Times diversion
353549,2017-12-31,PowerLine,From the Carlos Danger files
353725,2017-12-31,PowerLine,The Iran protests: Will the regime retain its grip?
353726,2017-12-31,PowerLine,It Is Time to Pull the Plug on Never-Trumpism
353992,2018-01-01,PowerLine,One 2018 prediction
354004,2018-01-01,Politico Magazine,Which 2020 Democrat Won 2017?
354105,2018-01-01,PowerLine,Shade on Comey’s new year
354106,2018-01-01,PowerLine,Cold Snap
354266,2018-01-01,PowerLine,The Volunteer Auxiliary Thought Police
354320,2018-01-02,PowerLine,Happy Power Line New Year
354466,2018-01-02,PowerLine,The new Times origin story
354472,2018-01-02,Politico Magazine,Donald Trump’s Year of Living Dangerously
354473,2018-01-02,Politico Magazine,John Dean: Nixon ‘Might Have Survived If There’d Been a Fox News’
354474,2018-01-02,Politico Magazine,What Telegram Owes Iranians
354475,2018-01-02,Politico Magazine,Where We Can Agree on Iran
354725,2018-01-02,PowerLine,Fear & loathing at the DoJ
354726,2018-01-02,PowerLine,Netanyahu and Trump speak on Iran
354809,2018-01-02,Politico Magazine,The Islamic Republic of Iran Is Doomed
354810,2018-01-02,Politico Magazine,Why They Mattered
354811,2018-01-02,Politico Magazine,Raymond Sackler: The Philanthropist Who Helped Spawn the Opioid Crisis
354816,2018-01-02,PowerLine,Assaults on Police Officers Horrify France
354817,2018-01-02,PowerLine,At Least California Feels Good About Itself
355038,2018-01-02,PowerLine,Two strands of Never-Trumpism
355043,2018-01-02,Politico Magazine,Why the Other Iran Is Taking to the Streets
355116,2018-01-02,PowerLine,Is Obama responsible for the Iranian protests?
355117,2018-01-02,PowerLine,Trump’s Twitter Storm [Updated]
355208,2018-01-03,PowerLine,Maggie Haberman goes off the deep end
355482,2018-01-03,Politico Magazine,How Donald Trump Came Between Mike Pence and Jeff Flake
355607,2018-01-03,PowerLine,Glenn Simpson advises: Move along
355608,2018-01-03,PowerLine,Fear & loathing at the DoJ: Andrew McCarthy comments
355660,2018-01-03,Politico Magazine,The Black Swans of 2018
355697,2018-01-03,PowerLine,Senator Mitt Romney?
355698,2018-01-03,PowerLine,Did Obamacare Cost Hillary the Election?
355699,2018-01-03,PowerLine,Al Franken resigns
355700,2018-01-03,PowerLine,The “Iran First” uprising
355879,2018-01-03,PowerLine,Green Weenie of the Week: Weather Disaster Forecasting
355959,2018-01-03,PowerLine,The Trump-Bannon Divorce Is Final
355960,2018-01-03,PowerLine,Tweet of the Day
356142,2018-01-03,PowerLine,"If It’s Too Good to Check, It Probably Isn’t True"
356298,2018-01-04,PowerLine,After the Trump-Bannon divorce
356299,2018-01-04,PowerLine,"The Power Line Show, Episode 49: Life After Franken"
356496,2018-01-04,PowerLine,“I Am a Social Justice Warrior!”
356497,2018-01-04,PowerLine,Manafort’s complaint
356498,2018-01-04,PowerLine,"Disinformation, Fusion GPS style"
356719,2018-01-04,Politico Magazine,The Real Future of Work
356720,2018-01-04,Politico Magazine,Steve Bannon Was Never That Smart
356721,2018-01-04,Politico Magazine,The Other Terrifying Lesson of the Cuban Missile Crisis
356722,2018-01-04,Politico Magazine,Steve Bannon Is Not Done Yet
356819,2018-01-04,PowerLine,Trump abolishes voter fraud commission
357143,2018-01-04,Politico Magazine,Trump Can Sue Bannon. Winning’s Another Matter.
357257,2018-01-05,PowerLine,"Michael Wolff, fabulist"
357258,2018-01-05,PowerLine,The White House Press Corps Humiliates Itself
357259,2018-01-05,PowerLine,Chai Feldblum removes picture of President Trump
357260,2018-01-05,PowerLine,Trump Administration Cracks Down on Pakistan
357261,2018-01-05,PowerLine,Keith Ellison Endorses Antifa [Updated]
357404,2018-01-05,Politico Magazine,Can Washington Be Automated?
357535,2018-01-05,Politico Magazine,How Robots Will Break Politics
357538,2018-01-05,Politico Magazine,The Robots Are Coming for the Swamp
357540,2018-01-05,Politico Magazine,Trump Got Wolffed
357541,2018-01-05,Politico Magazine,Meet Your New Robot Co-Workers
357609,2018-01-05,PowerLine,Comey memos revisited
357610,2018-01-05,PowerLine,Thanksgiving robber charged
357611,2018-01-05,PowerLine,Thoughts from the ammo line
357949,2018-01-05,PowerLine,"Fire and Fury, Signifying Nothing"
357950,2018-01-05,PowerLine,Sens. Grassley & Graham: Investigate this
357951,2018-01-05,PowerLine,"Steve Bannon, David Stockman, and the need to spill one’s guts to liberals"
358134,2018-01-05,PowerLine,California Dreamin’
358195,2018-01-06,PowerLine,Sad news from Ohio
358366,2018-01-06,PowerLine,The Week in Pictures: Bomb Cyclone Edition
358441,2018-01-06,Politico Magazine,Did Jeff Sessions Just Increase the Odds Congress Will Make Marijuana Legal?
358442,2018-01-06,Politico Magazine,Week 33: Trump Blistered by Bannon’s Inside Job
358447,2018-01-06,PowerLine,"Trump, the Genius of Twitter"
358448,2018-01-06,PowerLine,Understanding Keith Ellison
358720,2018-01-06,PowerLine,Making sense of the Steele criminal referral
358758,2018-01-06,PowerLine,Sabo: We All Knew
358759,2018-01-06,PowerLine,"For Liberals, Every Damn Thing In the World Is About Trump"
358799,2018-01-07,PowerLine,Rethinking Iran
358936,2018-01-07,PowerLine,"Sundance explains it all, or not"
359104,2018-01-07,PowerLine,"“Drive Fast, Freeze a Yankee!”"
359105,2018-01-07,PowerLine,Does Comey need the Comey defense?
359151,2018-01-07,Politico Magazine,How Trump Is Making Us Rethink American Exceptionalism
359152,2018-01-07,Politico Magazine,The Weird World of Trump-Themed Podcasts
359153,2018-01-07,Politico Magazine,"The Future of Work, a History"
359158,2018-01-07,PowerLine,Hollywood Agonistes
359159,2018-01-07,PowerLine,Lying For Money and Power
359369,2018-01-07,PowerLine,Blue States Search For Ways to Preserve Subsidies
359409,2018-01-07,Politico Magazine,The Wall That Trump Actually Built
359433,2018-01-08,PowerLine,"Steve Bannon’s limited, modified grovel"
359694,2018-01-08,Politico Magazine,Is Trump Stuck With an Iran Deal He Loathes?
359695,2018-01-08,Politico Magazine,Why the Iranian Uprising Won’t Die
359863,2018-01-08,PowerLine,Make Hollywood great again
360010,2018-01-08,PowerLine,Rick Santorum endorses Seth Leibsohn
360011,2018-01-08,PowerLine,Teachers’ Unions: Enemy of Men and Minorities
360012,2018-01-08,PowerLine,Populism and the administrative state
360013,2018-01-08,PowerLine,Rotten Apple
360209,2018-01-08,Politico Magazine,Should Oprah Run?
360210,2018-01-08,Politico Magazine,"Don’t Do It, Oprah!"
360211,2018-01-08,Politico Magazine,"Pepin County, Revisited"
360312,2018-01-08,PowerLine,German Energy Policy on the Rocks
360316,2018-01-08,PowerLine,Schumer succeeds in obstructing key DOJ nominees
360317,2018-01-08,PowerLine,Check Out One of America’s Most Dynamic Publications
360318,2018-01-08,PowerLine,Ohr what?
360564,2018-01-09,PowerLine,"“Drive Fast—Freeze a Yankee,” the Sequel"
360750,2018-01-09,PowerLine,Up from Google
360751,2018-01-09,PowerLine,Climate Change: California Hypocrisy Turned up to 11
360752,2018-01-09,PowerLine,"Charles Murray: Right questions, wrong answers"
360773,2018-01-09,Politico Magazine,How Do You Parody a Reality That Already Feels Like a Parody?
360774,2018-01-09,Politico Magazine,"On Iran, Trump Should Be Like Reagan"
360775,2018-01-09,Politico Magazine,Nikki Haley’s Split Personality at the U.N.
361017,2018-01-09,Politico Magazine,Why Oprah Hates Politics
361050,2018-01-09,PowerLine,Mueller lays a trap
361097,2018-01-09,PowerLine,Feinstein posts Simpson transcript
361126,2018-01-09,Politico Magazine,The Blood Feud That Launched the War on Drugs
361256,2018-01-09,PowerLine,Bo knows better (or should)
361414,2018-01-09,PowerLine,Congressional Dems and Repubs chase their tails in meeting with Trump
361765,2018-01-10,PowerLine,Defer this
361766,2018-01-10,PowerLine,A little bit of England comes to Minnesota
361885,2018-01-10,PowerLine,"The Power Line Show, Episode 50: The Lighter Side of David Deeble"
361886,2018-01-10,PowerLine,Trump yearns for good old days of earmarks and getting along
362207,2018-01-10,Politico Magazine,Oprah Could Be Great for the Democrats. In 2018.
362289,2018-01-10,PowerLine,Notes on the Simpson transcript
362290,2018-01-10,PowerLine,"Glenn Simpson Knows Nothing, Apparently"
362349,2018-01-10,PowerLine,Trump won’t commit to Mueller interview
362350,2018-01-10,PowerLine,Google “Fact Checks” the Right
362497,2018-01-10,PowerLine,Grim Tidings for the GOP Midterm
362772,2018-01-11,PowerLine,"Notes on the Simpson transcript, cont’d"
362994,2018-01-11,PowerLine,"“Temporary” means temporary, Trump administration controversially insists"
362995,2018-01-11,PowerLine,"VIP Live, Tune In Tonight!"
362996,2018-01-11,PowerLine,Lessons in Economic Literacy
363026,2018-01-11,Politico Magazine,Heartland Democrats to Washington: ‘You’re Killing Us’
363027,2018-01-11,Politico Magazine,Want to Support the Iranian People? Keep the Nuclear Deal.
363028,2018-01-11,Politico Magazine,I Blew the Whistle on Russian Meddling. Now I’m Running for Congress.
363029,2018-01-11,Politico Magazine,The DACA Deal Hiding in Plain Sight
363056,2018-01-11,PowerLine,Bonus Bonus!
363353,2018-01-11,PowerLine,Trump’s Really Done It Now!
363354,2018-01-11,PowerLine,Report:  FBI used dossier to obtain FISA warrant
363572,2018-01-12,PowerLine,Bonus Bonus Bonus!
363573,2018-01-12,PowerLine,Who’s Senile?
363574,2018-01-12,PowerLine,What Is Power Line VIP?
363575,2018-01-12,PowerLine,This day in baseball history:  Cardinals give up on Alex Johnson
363767,2018-01-12,PowerLine,The Media’s Crocodile Tears Are a Crock
363768,2018-01-12,PowerLine,What Trump (And Everyone Else) Is Up Against
363769,2018-01-12,PowerLine,Comey speaks
363771,2018-01-12,PowerLine,Thoughts from the ammo line
364060,2018-01-12,PowerLine,“Sessions tries to regain Trump’s favor”
364061,2018-01-12,PowerLine,Crudity in the Oval Office
364062,2018-01-12,PowerLine,Glenn Simpson: The New Yorker version
364099,2018-01-12,Politico Magazine,How to Turn a Red State Purple (Democrats Not Required)
364100,2018-01-12,Politico Magazine,Want to Strike North Korea? It’s Not Going to Go the Way You Think.
364226,2018-01-12,PowerLine,Playing the race card on immigration
364227,2018-01-12,PowerLine,Cloudy Outlook for Climate Models
364228,2018-01-12,PowerLine,"Everyone Hates Trump, Right?"
364289,2018-01-12,Politico Magazine,The Real Reason for Walmart’s Wage Hike
364392,2018-01-12,PowerLine,"“I was riding down the road one day, someone hit a possum. . .”"
364486,2018-01-12,PowerLine,Is the Washington Post Part of the Far Left?
364488,2018-01-13,PowerLine,"What do Trump, Obama, and Lindsey Graham have in common?"
364608,2018-01-13,PowerLine,The Week in Pictures: Oprah! Edition
364662,2018-01-13,PowerLine,Wisconsin’s Comey-over
364890,2018-01-13,PowerLine,Did CIA Use Entertainers to Smear Trump? [Updated]
364905,2018-01-13,Politico Magazine,Week 34: The Dossier Strikes Back
364906,2018-01-13,Politico Magazine,What Happens When Americans Try to Psychoanalyze Their Leaders
364907,2018-01-13,Politico Magazine,"I’m From America, Mr. President. Where Are *You* From?"
365012,2018-01-13,PowerLine,Oops: Hawaii Missile Alert Is a False Alarm
365027,2018-01-13,PowerLine,Exciting news from Maryland
365118,2018-01-14,PowerLine,Hack alert:  Letterman interviews Obama
365294,2018-01-14,PowerLine,Call me Moby
365295,2018-01-14,Politico Magazine,Historians Have Long Thought Populism Was a Good Thing. Are They Wrong?
365296,2018-01-14,Politico Magazine,Sell the New York Times. Now.
365551,2018-01-14,PowerLine,S***hole Or No S***hole?
365552,2018-01-14,PowerLine,Videos of the Day
365553,2018-01-14,PowerLine,Loose Ends (33)
365755,2018-01-14,PowerLine,Is Obama as shallow as he seems?
365756,2018-01-14,PowerLine,"Associated Press: People Don’t Trust the Media, But We Can’t Figure Out Why"
365798,2018-01-15,PowerLine,The not so honorable Dick Durbin
365971,2018-01-15,PowerLine,The prophetic voice
365972,2018-01-15,PowerLine,The morning after
366037,2018-01-15,PowerLine,Minnesota Kinda Likes Donald Trump
366042,2018-01-15,Politico Magazine,How Does Obama’s Foreign Policy Look a Year Into Trump?
366190,2018-01-15,PowerLine,"Civil War on the Left, Part 52: Manning Versus the Man"
366191,2018-01-15,PowerLine,The Devil is in the Diablo
366192,2018-01-15,PowerLine,S***hole politics
366531,2018-01-15,PowerLine,CNN: Socialism Is Cool!
366532,2018-01-15,PowerLine,The Media vs. the Facts On Tax Reform
366533,2018-01-15,PowerLine,Climate: Cancel the Boiling Oceans
366544,2018-01-16,PowerLine,The two Martin Luther King Jrs
366599,2018-01-16,PowerLine,Study: Dreamer-age immigrants more likely to commit violent crimes
366750,2018-01-16,PowerLine,Deep thoughts by James Comey
366906,2018-01-16,PowerLine,Kirstjen Nielsen Faces the Democrats
366907,2018-01-16,PowerLine,"Abate Abbas, please"
366908,2018-01-16,Politico Magazine,Perez: GOP Must Answer for ‘Appalling Silence’ on Trump
366910,2018-01-16,Politico Magazine,Did the AIDS Panic Make Trump Afraid of Haitians?
367337,2018-01-16,Politico Magazine,Shutdowns Are For Losers
367338,2018-01-16,PowerLine,Mueller subpoenas Bannon
367339,2018-01-16,PowerLine,Google’s Leftward Lurch: A Sign of Things to Come?
367340,2018-01-16,PowerLine,Cory Booker hurts
367411,2018-01-16,PowerLine,DOJ seeks to bypass Ninth Circuit in DACA case
367412,2018-01-16,PowerLine,Media Alert
367485,2018-01-17,PowerLine,"Trump and Graham, the end of an ugly friendship"
367486,2018-01-17,PowerLine,Are There Any Sharks Left to Jump?
367983,2018-01-17,PowerLine,"Stand by your Awan, cont’d"
367984,2018-01-17,PowerLine,"Abate Abbas: Text, video & more"
